연도,월,시도,최고기온,평균기온,평균습도,월강수합계,기온일교차,시도_매핑,변압기화재건수
2021,11,경북,17.9,7.053333333333333,73.1,34.3,10.036666666666667,경북,1
2021,11,광주,21.7,9.026666666666667,76.2,64.1,10.503333333333334,,0
2021,11,대구,19.4,8.82,70.66666666666667,51.9,10.473333333333333,,0
2021,11,대전,19.8,7.6033333333333335,75.36666666666666,55.7,10.17,,0
2021,11,부산,20.1,10.373333333333333,67.5,49.599999999999994,9.3,,0
2021,11,서울,19.1,6.159999999999999,75.93333333333334,59.5,9.770000000000001,,0
2021,11,세종,20.1,7.576666666666667,76.13333333333334,53.5,10.653333333333334,,0
2021,11,울산,19.6,8.653333333333334,72.0,46.2,11.92,,0
2021,11,인천,19.5,7.533333333333333,72.96666666666667,63.0,8.42,,0
2021,11,전남,20.7,11.016666666666667,75.06666666666666,70.4,6.933333333333334,전남,1
2021,11,전북,21.6,8.933333333333334,76.76666666666667,87.0,9.376666666666667,,0
2021,11,제주,20.6,12.72,74.56666666666666,111.7,5.516666666666667,,0
2021,11,충남,19.6,7.196666666666667,76.2,61.6,9.516666666666667,,0
2021,11,충북,20.5,7.77,73.96666666666667,53.5,10.270000000000001,,0
2021,12,강원,11.3,-0.6161290322580646,64.16129032258064,4.6,8.861290322580645,,0
2021,12,경기,10.6,-0.6903225806451614,65.35483870967742,8.1,9.283870967741937,,0
2021,12,경남,15.0,3.861290322580645,60.0,2.3000000000000003,9.006451612903225,,0
2021,12,경북,12.6,0.5129032258064516,63.67741935483871,0.30000000000000004,9.35483870967742,,0
2021,12,광주,14.4,2.8677419354838714,70.90322580645162,3.8,9.916129032258064,광주,1
2021,12,대구,14.2,2.1225806451612903,62.54838709677419,1.4000000000000001,10.083870967741936,,0
2021,12,대전,13.1,0.6935483870967742,69.6774193548387,3.2,9.8,,0
2021,12,부산,14.8,3.732258064516129,60.806451612903224,2.6,9.429032258064517,,0
2021,12,서울,10.6,-1.2580645161290323,66.19354838709677,11.100000000000001,9.26774193548387,,0
2021,12,세종,13.8,0.7774193548387097,68.96774193548387,6.5,10.219354838709679,,0
2021,12,울산,16.6,2.487096774193548,61.03225806451613,3.5,10.790322580645162,,0
2021,12,인천,10.4,0.18387096774193548,64.06451612903226,10.6,8.77741935483871,,0
2021,12,전남,13.2,5.15483870967742,71.0,9.0,6.870967741935484,,0
2021,12,전북,14.0,2.5064516129032257,70.35483870967742,16.2,9.180645161290323,,0
2021,12,제주,14.9,7.564516129032258,75.83870967741936,80.1,4.825806451612903,,0
2021,12,충남,12.2,0.23225806451612901,68.64516129032258,6.0,9.32258064516129,,0
2021,12,충북,13.3,0.6806451612903226,66.64516129032258,8.299999999999999,9.974193548387097,,0
2022,1,강원,8.4,-2.8161290322580643,54.0,4.7,9.080645161290322,,0
2022,1,경기,7.9,-3.1451612903225805,55.16129032258065,6.4,8.62258064516129,,0
2022,1,경남,12.2,1.6225806451612903,47.25806451612903,1.2,9.519354838709678,,0
2022,1,경북,9.3,-1.7870967741935484,54.16129032258065,0.9,9.264516129032257,,0
2022,1,광주,11.6,0.12258064516129033,64.51612903225806,3.2,9.209677419354838,,0
2022,1,대구,11.8,-0.06774193548387102,51.03225806451613,1.7,9.806451612903226,,0
2022,1,대전,8.9,-1.961290322580645,58.38709677419355,3.3000000000000003,9.383870967741935,,0
2022,1,부산,11.5,1.7548387096774194,46.806451612903224,1.2,9.864516129032259,,0
